1744912805.4178975,1.00,ACC:0.17
1744912805.4260027,͢GX:25.82,GZ:3.79,ACC:0.57
1744912805.4341884,GX:21.77,GZ:5.75,ACC:0.58
1744912805.4424105,GX:17.98,GZ:4.95,ACC:0.63
1744912805.4505713,GX:17.20,GZ:7.20,ACC:0.61
1744912805.4588,GX:16.69,GZ:7.66,ACC:0.59
1744912805.46695,GX:14.62,GZ:6.82,ACC:0.62
1744912805.4752142,GX:16.24,GZ:7.96,ACC:0.61
1744912805.483326,GX:19.34,GZ:6.55,ACC:0.60
1744912805.4915833,GX:23.08,GZ:5.64,ACC:0.65
1744912805.4997091,GX:24.27,GZ:-1.86,ACC:0.62
1744912805.5079162,GX:26.38,GZ:0.69,ACC:0.59
1744912805.5163457,GX:26.70,GZ:-0.65,ACC:0.62
1744912805.5243275,GX:27.29,GZ:2.04,ACC:0.62
1744912805.5325677,GX:25.06,GZ:3.32,ACC:0.62
1744912805.5406644,GX:21.50,GZ:9.30,ACC:0.63
1744912805.5488672,GX:18.60,GZ:12.08,ACC:0.64
1744912805.55702,GX:20.76,GZ:20.47,ACC:0.65
1744912805.5652575,GX:22.26,GZ:15.67,ACC:0.63
1744912805.5735807,GX:23.04,GZ:16.50,ACC:0.66
1744912805.5817788,GX:21.49,GZ:9.48,ACC:0.65
1744912805.5900238,GX:21.05,GZ:2.05,ACC:0.66
1744912805.598736,GX:19.83,GZ:-4.45,ACC:0.65
1744912805.606262,GX:16.62,GZ:-6.76,ACC:0.66
1744912805.6144075,GX:14.92,GZ:-8.59,ACC:0.68
1744912805.6226013,GX:12.64,GZ:-10.07,ACC:0.65
1744912805.631055,GX:11.80,GZ:-8.34,ACC:0.67
1744912805.6391063,GX:11.27,GZ:-11.49,ACC:0.64
1744912805.6473129,GX:11.83,GZ:-10.59,ACC:0.68
1744912805.655488,GX:13.85,GZ:-9.24,ACC:0.66
1744912805.6635773,GX:16.52,GZ:-14.02,ACC:0.66
1744912805.672476,GX:18.11,GZ:-13.61,ACC:0.66
1744912805.679919,GX:16.09,GZ:-16.75,ACC:0.66
1744912805.688301,GX:12.23,GZ:-11.89,ACC:0.68
1744912805.6964207,GX:8.78,GZ:-7.35,ACC:0.69
1744912805.7046504,GX:7.79,GZ:-1.97,ACC:0.69
1744912805.712661,GX:7.27,GZ:-0.37,ACC:0.72
1744912805.7209334,GX:8.39,GZ:4.05,ACC:0.69
1744912805.7291026,GX:11.44,GZ:7.22,ACC:0.71
1744912805.7372746,GX:13.31,GZ:10.92,ACC:0.69
1744912805.7454948,GX:13.50,GZ:9.18,ACC:0.70
1744912805.7536585,GX:15.60,GZ:11.72,ACC:0.68
1744912805.7619047,GX:18.42,GZ:6.31,ACC:0.69
1744912805.7702155,GX:20.81,GZ:3.52,ACC:0.70
1744912805.7781875,GX:24.21,GZ:-0.11,ACC:0.72
1744912805.7864568,GX:28.74,GZ:-0.15,ACC:0.70
1744912805.7945898,GX:31.47,GZ:1.31,ACC:0.70
1744912805.8028715,GX:33.95,GZ:1.07,ACC:0.69
1744912805.8110495,GX:36.83,GZ:5.60,ACC:0.71
1744912805.8191242,GX:39.06,GZ:7.63,ACC:0.70
1744912805.8273504,GX:40.77,GZ:12.89,ACC:0.72
1744912805.8357613,GX:39.49,GZ:12.39,ACC:0.69
1744912805.843811,GX:34.58,GZ:13.46,ACC:0.71
1744912805.8521655,GX:26.35,GZ:8.79,ACC:0.70
1744912805.8604333,GX:20.24,GZ:10.70,ACC:0.71
1744912805.8685775,GX:17.78,GZ:9.20,ACC:0.73
1744912805.8765957,GX:21.23,GZ:11.28,ACC:0.76
1744912805.8848846,GX:29.81,GZ:8.05,ACC:0.77
1744912805.8928995,GX:38.95,GZ:9.66,ACC:0.75
