x,y,z
351.2478595197197,1293.9225261517072,0.0
316.9940993383775,1289.3544134506426,0.0
285.6683273088902,1283.595967106683,0.0
253.94338055657505,1280.3086822995065,0.0
222.34877619337118,1277.2913809015195,0.0
192.38788817938445,1273.0448344350943,0.0
161.84933216134831,1269.4742439998242,0.0
133.20038457588868,1264.0010512451463,0.0
104.34668586861157,1259.9364395271045,0.0
74.41672526454292,1256.04745670731,0.0
44.717821269436946,1251.2011494803362,0.0
15.677145177830973,1249.6516673133651,0.0
-13.25702562766109,1246.4295011237127,0.0
-91.08076190514272,1141.371672511097,0.0
-116.56074874730588,1132.768800043269,0.0
-144.62401862966098,1136.8376723329534,0.0
-170.5720604435707,1141.3243063196521,0.0
-237.17133613327562,1216.5977179481954,0.0
-266.15159069717805,1216.218866310403,0.0
-323.1880849943999,1208.7911416856316,0.0
-352.5697236102894,1204.7187026411452,0.0
-379.9476768530063,1201.611345383358,0.0
-437.6563010007882,1194.337038776872,0.0
-472.82944543056794,1206.1312389345621,0.0
-507.8481703695545,1211.080426046221,0.0
-541.3738085295711,1143.0253548973387,0.0
-570.2437549692921,1136.7366108375863,0.0
-602.8757780310408,1133.098868706287,0.0
-635.0343496310165,1131.7625357329655,0.0
-667.5228184935531,1131.8168079642671,0.0
-701.9341904770016,1128.801999794205,0.0
-736.6708203835133,1125.617015194547,0.0
-771.2807079327202,1122.8762763861396,0.0
-806.0774757060309,1121.6464084814756,0.0
-843.7489619410708,1119.057612110907,0.0
-880.6451799342727,1115.2152559297836,0.0
-920.941056108353,1112.8557054596213,0.0
-962.4385955290741,1107.1589541868068,0.0
-1001.9591397977729,1102.4667544537147,0.0
-1046.894932047052,1099.5881336910645,0.0
-1090.079089774067,1096.638792190638,0.0
-1136.1199360962576,1091.1663728802475,0.0
-1185.5322881293566,1089.3177653021053,0.0
-1237.0443970204306,1085.4557670860474,0.0
-1288.973103378339,1080.9779837106832,0.0
-1345.8942546832122,1076.578332129493,0.0
-1403.9164186941673,1074.2247212855157,0.0
-1464.3719264644876,1066.3710006290892,0.0
-1598.398591540243,1059.2111180317959,0.0
-1666.656912809658,1050.3117322889332,0.0
-1738.6158924705514,1042.0862624796605,0.0
-1781.9634832934225,1013.9680501420015,0.0
-1786.6763346344233,963.1576910129007,0.0
-1779.6114345930446,905.5350376245445,0.0
-1769.7015796199485,848.8485622245342,0.0
-1761.6106373975542,798.1753956416992,0.0
-1750.4216865961284,744.7005986260289,0.0
-1738.7314829762422,693.6835230184136,0.0
-1729.5657180298053,642.3608230706815,0.0
-1734.210371729209,599.7827828362855,0.0
-1478.2494737590582,433.49595538028643,0.0
-1502.2778188915254,403.4124500638539,0.0
-1531.116171715615,375.5469593951191,0.0
-1564.2150860588508,345.8831660342869,0.0
-1595.3471963535005,315.5255704170823,0.0
-1626.2156370047944,283.5458771717386,0.0
-1653.5432084802287,249.4291887268031,0.0
-1683.5046026324353,215.56858633717067,0.0
-1704.2107033305533,178.18004560999913,0.0
-2242.5674869490467,86.88572367793098,0.0
-2275.4846268642023,34.75306324169467,0.0
-2275.1836703253425,-17.373220337745344,-0.0
-2274.9573228784193,-68.88526026556187,-0.0
-2265.476748101193,-121.82637773833287,-0.0
-2257.247582882633,-171.45673527309756,-0.0
-2252.9159168248566,-223.75404290697577,-0.0
-2249.357716157146,-276.1863994919151,-0.0
-2247.973094391607,-327.8185921991362,-0.0
-2248.605435215069,-380.07084434516946,-0.0
-2242.86433826434,-431.5270097480178,-0.0
-4863.546807807447,-1497.0935210486994,-0.0
-4837.229562920537,-1611.1835418746027,-0.0
-4795.996453380779,-1720.4623162565908,-0.0
-4798.0280814366615,-1846.2956236056111,-0.0
-2198.727958199495,-1039.920875995804,-0.0
-2190.5739816560913,-1096.6588774050836,-0.0
-2178.704434173013,-1154.6298328966088,-0.0
-2176.8965422130123,-1216.0031638532162,-0.0
-2175.9910282494134,-1283.3557992536832,-0.0
-2178.192712187413,-1351.1946828912708,-0.0
-2180.3179792152428,-1420.9925261980657,-0.0
-2171.536508757678,-1487.2300397492363,-0.0
-2163.6750609449136,-1556.727490810458,-0.0
-2153.988108368408,-1625.9110650670552,-0.0
-2143.8357467010837,-1693.8590123344409,-0.0
-2140.196019222449,-1771.1140559840808,-0.0
-2138.668043509599,-1856.046082986849,-0.0
-2144.943028352295,-1947.261771083406,-0.0
-2139.290279797742,-2032.3293683020227,-0.0
-2132.237937653835,-2120.6399835261336,-0.0
-2090.822725709767,-2178.1485009419307,-0.0
-1995.953174978309,-2174.626171504888,-0.0
-1897.3085140018886,-2167.039562443645,-0.0
-1801.8000473706995,-2155.645341723667,-0.0
-1711.262636587641,-2145.3410570627493,-0.0
-336.66369635606816,-521.5248009978711,-0.0
-319.5530014513149,-520.1885516458968,-0.0
-301.5685224811691,-521.0186428992005,-0.0
-284.65904858854356,-520.20979042754,-0.0
-271.0270313989242,-522.3759166070796,-0.0
-259.413439117659,-527.1251441594762,-0.0
-245.81708780005115,-533.6011706747859,-0.0
-235.50924441215403,-541.230503848791,-0.0
-227.0124963864122,-551.8839452134924,-0.0
-215.74967505370157,-563.8848643244667,-0.0
-207.46936333984846,-577.3549283372906,-0.0
-533.9591037683396,-2010.2954199577016,-0.0
-487.3965527618878,-2022.8606385156215,-0.0
-437.59655743242723,-2018.1016458353351,-0.0
-382.47296886177,-1984.987828196955,-0.0
-334.94732708735086,-1981.6420843777616,-0.0
-288.49684055478843,-1982.114672008132,-0.0
-70.62987386459126,-2194.113484626051,-0.0
79.51387696083708,-2191.3078528291403,-0.0
129.75982136332723,-2190.159443684354,-0.0
177.66161516659434,-2166.728490258158,-0.0
225.7352340222531,-2164.7623089200624,-0.0
275.43697396524203,-2169.838020653355,-0.0
355.73134128285295,-2040.2196481822987,-0.0
406.73557086301935,-2059.470013837233,-0.0
483.81596862130493,-1972.5321565204022,-0.0
531.5559628386194,-1968.753113234544,-0.0
577.1786055220889,-1960.2951582166336,-0.0
432.7455914059608,-423.8682762589166,-0.0
436.0625853398225,-407.7479879370958,-0.0
439.6151973506405,-390.8663975815232,-0.0
442.265778265705,-375.23456847021737,-0.0
445.60302106471016,-359.4359436923406,-0.0
448.547416377815,-344.3769232407814,-0.0
450.7123756510559,-330.6650184627662,-0.0
454.81477164692933,-315.88381723626105,-0.0
606.0698225962198,-390.53856421381334,-0.0
615.8193587047432,-377.3745883660939,-0.0
622.0604564075425,-362.5476362825165,-0.0
595.9646415320084,-257.5882538929614,-0.0
573.01189630696,449.4501409396838,0.0
571.1305334077613,470.5421488127987,0.0
570.3354749193137,490.89071701200555,0.0
568.64376427263,512.852153991629,0.0
566.1249044937731,535.4747006273185,0.0
565.1311238842733,558.0859031702003,0.0
564.798081337011,582.0001093797415,0.0
562.7011326126706,606.7319715957102,0.0
560.41090577846,633.4293008572985,0.0
558.717181057573,660.3484773898393,0.0
555.7266154140908,687.7979292062453,0.0
554.3456089433333,717.5628950449186,0.0
554.523542948938,749.3955583104008,0.0
552.045783366146,782.0313392490472,0.0
548.7708167094279,816.4647287103513,0.0
547.6546738743596,853.981620518597,0.0
509.2075010798629,1230.2845080890847,0.0
474.8230392687611,1221.9918499644652,0.0
441.20827473767935,1222.5732373984802,0.0
401.7574328405881,1290.1424447158306,0.0
368.32581785002594,1283.1839665087423,0.0
335.9496603339163,1281.7030957759002,0.0
303.1463053386869,1278.0393450749095,0.0
271.8993837998335,1274.0597660978353,0.0
240.94766739974906,1272.8960961424227,0.0
210.19670907495876,1270.9859975601844,0.0
179.00752171368893,1268.6835183251665,0.0
150.19650678690388,1263.1013456366086,0.0
118.41819386035728,1254.9252493128229,0.0
90.34741236483958,1252.746321119714,0.0
61.1649001502511,1252.0068310475026,0.0
32.00119736402131,1248.0898098162925,0.0
3.3938430653989755,1244.4953723615236,0.0
-76.08299651655066,1141.7177585292534,0.0
-102.42579694947955,1131.624062407328,0.0
-127.90012326444115,1133.5572861434664,0.0
-156.28749144968336,1139.0782600490472,0.0
-222.55648810840498,1219.355919984339,0.0
-252.0327818987656,1225.0938900134836,0.0
-279.0657533022723,1211.7815625490575,0.0
-304.3490690914082,1199.7486014341475,0.0
-335.2404218104849,1206.2826615616789,0.0
-364.44321242240466,1206.1430864201966,0.0
-392.6061966476845,1203.8477631552255,0.0
-423.2163845048632,1200.3251452779916,0.0
-452.5034710855313,1200.2867037318815,0.0
-488.1519184277329,1211.0700917103534,0.0
-518.2967328332443,1203.6522532419337,0.0
-534.1627565856693,1167.8904965692627,0.0
-557.9065607149785,1147.8476954767057,0.0
-588.9716842298026,1144.3257207524043,0.0
-621.3131934632411,1141.3457695319632,0.0
-654.1425675719297,1141.6197106700652,0.0
-687.1756596729514,1138.7227989080768,0.0
-721.7907427449471,1136.400979490821,0.0
-757.179116169535,1134.5376970540565,0.0
-792.8038966450266,1132.898735088208,0.0
-826.3552335881064,1127.0063344638068,0.0
-860.4873236771421,1119.5113066829424,0.0
-900.3349203441434,1117.4175724450126,0.0
-941.0864070061532,1117.2049664444967,0.0
-1048.9335466122557,1131.6304232351808,0.0
-1070.748520413877,1103.360256684775,0.0
-1179.1733873003027,1110.4684530335521,0.0
-1225.2600310058533,1103.2290872341678,0.0
-1277.5064748210282,1098.3441033166016,0.0
-1332.3541677601706,1095.260212986897,0.0
-1392.5949808610442,1092.9154961755403,0.0
-1455.8923096982705,1089.6420662591158,0.0
-1519.861443375448,1084.7321122934914,0.0
-1662.582336381059,1077.116973570512,0.0
-1735.7003999433593,1069.5072155607286,0.0
-1826.9574276973003,959.3012078495802,0.0
-1815.1049151032505,900.038969805209,0.0
-1807.180865394707,842.1023585356105,0.0
-1797.84670373513,788.7317619880208,0.0
-1789.4576547480458,734.9364270898699,0.0
-1782.5316757536625,685.3655137478396,0.0
-1798.35207115111,645.6743689248569,0.0
-1811.1013544308585,602.6926633689094,0.0
-1542.1935813927523,430.86020936145445,0.0
-1575.9066916815214,402.517514045541,0.0
-1607.8529035772178,371.66396510599503,0.0
-1634.0596058668737,338.4904237555291,0.0
-1664.169600554834,305.6199283246493,0.0
-1700.305193159268,274.057133852824,0.0
-1733.5091850583349,237.84652156041173,0.0
-1754.3995041609344,199.88857471068158,0.0
-2354.997810748558,3.2111321209307175,0.0
-2348.4548886897865,-50.602725114799426,-0.0
-2342.8761758341543,-105.493067112157,-0.0
-2342.8382100312037,-159.3335624336132,-0.0
-2347.9599369217362,-211.87351087494682,-0.0
-2346.0715442163423,-267.30108850946954,-0.0
-2336.7690490698405,-321.26620396368185,-0.0
-2330.524997561625,-374.9846473395794,-0.0
-2317.882449198315,-427.63296376497885,-0.0
-5204.903543105,-1432.7530690851863,-0.0
-5157.846325392376,-1549.2680638405882,-0.0
-5105.0790492281885,-1661.819624276778,-0.0
-5014.487449764397,-1760.3482229818496,-0.0
-2291.9761674818765,-1000.2978607370356,-0.0
-2281.615706565259,-1058.6370152487177,-0.0
-2280.9938684926447,-1122.542664845733,-0.0
-2287.600938766634,-1190.849673533152,-0.0
-2287.7622649162536,-1258.35798532264,-0.0
-2277.511329859892,-1320.725067854709,-0.0
-2264.20501441573,-1384.1115255623963,-0.0
-2257.9548883675543,-1451.4950170762095,-0.0
-2251.2517190160147,-1520.2756156787618,-0.0
-2246.1964297689087,-1593.8929265773809,-0.0
-2251.6639530679804,-1675.6655408983845,-0.0
-2246.279760872443,-1752.028481045568,-0.0
-2245.5450696773178,-1834.6872764991556,-0.0
-2243.8111079458117,-1921.6932050561527,-0.0
-2236.4262187828626,-2005.970047244123,-0.0
-2232.7165415285444,-2096.8895643750093,-0.0
-2195.1529912764317,-2158.3478855110766,-0.0
-2105.352178787846,-2168.291324009131,-0.0
-2002.002463472308,-2157.476928903484,-0.0
-1905.2883628576656,-2152.3537126502133,-0.0
-332.24484603593226,-510.08815393278803,-0.0
-317.77962065758624,-515.4089276435951,-0.0
-302.7332867565026,-514.259778312095,-0.0
-286.09950169876424,-517.1344845663638,-0.0
-272.99317211710155,-521.6332911897424,-0.0
-262.73102990348315,-526.5972426113292,-0.0
-250.68333903732156,-534.9237572113425,-0.0
-240.4397738456662,-546.4409530343099,-0.0
-235.43337862253662,-562.7353945064921,-0.0
-224.50646593294547,-576.8516678959152,-0.0
-213.49489951858956,-586.0750723069079,-0.0
-542.3833121406037,-2013.2176590501556,-0.0
-494.6547803260173,-2016.7223156152706,-0.0
-442.6566753753398,-2004.4544470368119,-0.0
-390.9046778374049,-1990.7335570951816,-0.0
-340.41110846439165,-1974.6225815922505,-0.0
-126.2766510073485,-2192.1159344136818,-0.0
-76.28317930662573,-2201.6788768017177,-0.0
24.01143640156803,-2201.1190366315795,-0.0
74.5199877771911,-2185.2297411077143,-0.0
123.63279647883515,-2177.2426355679386,-0.0
173.74460971784137,-2169.8049159069565,-0.0
218.27319523745393,-2179.5979129740494,-0.0
388.89477492593664,-2003.607210516898,-0.0
431.4303504225722,-1981.833977717169,-0.0
477.34815655293096,-1976.4220955897852,-0.0
524.981647708281,-1969.9989421493349,-0.0
571.9901392213874,-1970.4074053691277,-0.0
375.62780534315397,-671.590650510477,-0.0
383.1381371505041,-648.8200196208819,-0.0
332.7780494607155,-262.3410610200423,-0.0
339.3891796773334,-257.05650588527556,-0.0
344.78155073526955,-249.35102220079776,-0.0
598.1527933950836,483.29518490634524,0.0
598.0861090259087,503.80254682787063,0.0
597.9802997309786,526.1480885964037,0.0
595.9519455065654,549.6879488827636,0.0
594.4875393923459,573.4636566577118,0.0
593.9609276546455,597.8611702725249,0.0
591.6446049643918,624.1447439629118,0.0
590.6458530484142,651.320227520005,0.0
589.787866982885,681.470347454516,0.0
589.0962518823942,711.8578552057389,0.0
586.5202763650911,741.9144343606055,0.0
585.5092109976417,773.0420598757346,0.0
583.7930005537439,846.4536579190005,0.0
567.7113401132221,1176.9874242347917,0.0
549.3941077790931,1209.0285829283005,0.0
521.791421147684,1220.923329008288,0.0
485.8008005753953,1217.6693238150926,0.0
444.2039669636987,1275.3560623346382,0.0
414.6103747757834,1283.1798342899115,0.0
380.90549461308416,1279.5061563640722,0.0
347.7735800226179,1276.9909111024447,0.0
316.1187993359071,1272.3167470038366,0.0
284.3036848094506,1269.2997980397572,0.0
254.2772884152846,1267.495807920551,0.0
221.92833092114614,1262.6447702875716,0.0
191.89512517794023,1260.4766007082173,0.0
163.32107703861368,1256.429554648786,0.0
133.5437514176555,1250.8917085252822,0.0
103.92430042781646,1250.6897056346907,0.0
75.97042278419576,1247.689262141015,0.0
46.17355180624906,1244.3936537983452,0.0
17.626143845326062,1242.8750214937718,0.0
-9.822283391550657,1241.9611599196555,0.0
-89.81820163793354,1129.434234762931,0.0
-115.38010391996664,1130.376704519081,0.0
-142.7332721212857,1139.3442304806529,0.0
-170.6999609501858,1152.931816427843,0.0
-263.15335789203243,1212.0108797903374,0.0
-292.001641935444,1213.3585789481215,0.0
-321.4664844682221,1210.284826750977,0.0
-350.5170290910891,1208.7018086844896,0.0
-380.5304033963336,1210.3401069910158,0.0
-410.4058260794424,1207.934236794392,0.0
-439.0267722576398,1203.1525488237303,0.0
-470.5857032938516,1201.3717819040994,0.0
-507.2017680169732,1213.2482707675526,0.0
-535.3205472997067,1204.1166779588857,0.0
-552.8240946558142,1167.2008269222479,0.0
-574.8198584385407,1148.9842004330158,0.0
-608.5920702857125,1147.613476735678,0.0
-640.636776663377,1144.6713864189837,0.0
-672.2557710232163,1144.1158937476487,0.0
-708.956651866258,1143.5692877017052,0.0
-780.9650536215704,1138.9708446759546,0.0
-803.6880712492256,1120.8996594841574,0.0
-848.8600901559643,1126.4753869217063,0.0
-891.0309665441787,1130.267392770112,0.0
-932.9172634555483,1128.5802771830681,0.0
-973.8427513190738,1127.7102002302258,0.0
-1019.2586037190622,1124.578570507489,0.0
-1062.8003613580456,1122.4074368950019,0.0
-1108.7760805995892,1117.8845437209575,0.0
-1158.2762286938878,1116.0951697963146,0.0
-1209.234413037902,1114.1410129893256,0.0
-1260.296044144105,1110.1234756164379,0.0
-1314.1747787065733,1105.7806749132167,0.0
-1374.0146697962402,1105.8470733716886,0.0
-1436.7628992674267,1102.4669479347936,0.0
-1499.2838327784236,1099.9491982674654,0.0
-1568.5497389317695,1096.399005379464,0.0
-1927.9050409021863,1046.7670303195164,0.0
-1916.285946200086,983.6483987665719,0.0
-1904.3707453044913,922.4034173984917,0.0
-1899.0976020280564,864.8432577474866,0.0
-1885.762985870333,806.5351580194167,0.0
-1872.5924511269664,749.4574784351009,0.0
-1866.3193370774322,697.788207159489,0.0
-1870.7155648342866,650.9944991985235,0.0
-1888.6818223851506,610.8240121278033,0.0
-1622.405103244159,438.04329805090083,0.0
-1654.3703382537292,407.2135145181722,0.0
-1687.5039583082987,376.5254183900785,0.0
-1724.46571926898,343.01755868485736,0.0
-1762.48269612294,309.7821748700395,0.0
-1803.14806427547,275.0146510635854,0.0
-1840.5807663300848,238.74346612160429,0.0
-1854.1260066472219,196.4102886165237,0.0
-2471.123578579021,43.13362250974602,0.0
-2468.4632838751622,-13.46351218109708,-0.0
-2470.4868486434534,-70.76002176185837,-0.0
-2462.225859885513,-127.01993902945942,-0.0
-2450.9418802710366,-182.80853927942317,-0.0
-2443.8721852691683,-238.6817799240248,-0.0
-2443.72055099984,-295.3169799064036,-0.0
-2447.889465819918,-351.5197905209276,-0.0
-2448.4305211759674,-408.35406876138927,-0.0
-2440.399307137821,-464.70343685112186,-0.0
-2435.572571957054,-522.5583668170476,-0.0
-2435.852241399889,-581.2847155801857,-0.0
-2435.854563416565,-639.886549227827,-0.0
-2431.801824170126,-698.0257072363784,-0.0
-2427.552998830899,-756.6795889721815,-0.0
-2425.944448711026,-818.3358688632418,-0.0
-2423.7181136119284,-879.9163345167739,-0.0
-2433.0065427627455,-946.1444989396028,-0.0
-2431.2021981050316,-1014.8133433933863,-0.0
-2418.219928174796,-1075.8707828909023,-0.0
-2415.4039625401883,-1140.7893145735345,-0.0
-2411.900788358877,-1209.106524303722,-0.0
-2407.0175916499816,-1274.7864040644308,-0.0
-2396.4580102558675,-1341.2226018004944,-0.0
-2390.636744632199,-1409.0709546415183,-0.0
-2396.817293347485,-1487.719013224754,-0.0
-2391.2088540845602,-1561.2265302151395,-0.0
-2389.6248263593143,-1640.4253836268251,-0.0
-2391.911418346382,-1721.929827049929,-0.0
-2386.169148939017,-1804.2364153989488,-0.0
-2387.9555915284004,-1890.9743765816202,-0.0
-2377.336967874848,-1973.9222226763707,-0.0
-2364.1331272013463,-2056.2417463346046,-0.0
-2336.215613098836,-2126.7245170950628,-0.0
-2256.3984099791246,-2152.9672031741866,-0.0
-2151.958997559228,-2150.785605964453,-0.0
-2046.3377649218348,-2141.136337171155,-0.0
-1946.9250399173422,-2129.3544682468573,-0.0
-364.84309357440867,-512.3773190443301,-0.0
-348.9421559130141,-514.9013224170022,-0.0
-330.74883508352326,-517.3018539410934,-0.0
-313.59286094937016,-512.9922807037051,-0.0
-297.5000000000003,-515.2851152517409,-0.0
-286.2239267961108,-524.767497306583,-0.0
-275.94126742285357,-533.6262544450649,-0.0
-267.3059748325275,-546.9223695542469,-0.0
-624.6998816361236,-1998.3841273348357,-0.0
-575.1862522511224,-2005.9128439992871,-0.0
-522.1431262836752,-1994.2790190128135,-0.0
-469.6055917684762,-1979.8177064264728,-0.0
-425.3615391401972,-1985.1908279861366,-0.0
-377.55597438941743,-1994.58052888392,-0.0
-162.34806955282363,-2192.748199591661,-0.0
-62.67193511499479,-2188.102654938507,-0.0
37.61503992159013,-2189.1768678596295,-0.0
138.88631670323053,-2182.836034504793,-0.0
264.92843634437054,-2008.0993933608283,-0.0
310.3298364600477,-1990.9596662420563,-0.0
355.25461722014967,-1986.229900954007,-0.0
401.89792557302763,-1983.6970679567225,-0.0
448.5557226416431,-1979.822659655514,-0.0
495.32193392954923,-1979.7264316739047,-0.0
543.3858692873916,-1978.2275013402239,-0.0
309.1740372245927,-840.1690170473119,-0.0
355.7142199837008,-659.426232569942,-0.0
373.9831868563072,-655.5792388787189,-0.0
450.56891265935826,-646.4763374981048,-0.0
460.8836138349284,-448.7280434722758,-0.0
473.39464116383294,-399.2093137908556,-0.0
432.0301415880765,-279.3925674734147,-0.0
304.6095354259228,-138.8185629791761,-0.0
302.40557373514434,-130.2168632471163,-0.0
615.300936396606,536.347667254608,0.0
615.6880565410071,562.9398542764205,0.0
