timestamp,quality,angle,distance
1742509058.2300427,15,29.859375,729.0
1742509058.2300427,15,31.25,739.25
1742509058.2300427,15,32.390625,750.0
1742509058.2300427,15,33.65625,761.0
1742509058.2300427,15,34.890625,772.25
1742509058.2300427,15,36.046875,785.25
1742509058.2300427,15,37.28125,799.25
1742509058.2300427,15,38.578125,812.0
1742509058.2300427,15,39.71875,827.25
1742509058.2300427,15,40.953125,843.0
1742509058.2300427,15,42.125,860.25
1742509058.2300427,15,43.46875,879.5
1742509058.2300427,15,44.671875,897.5
1742509058.2300427,15,45.796875,918.75
1742509058.2300427,15,47.078125,941.25
1742509058.2300427,15,48.328125,964.5
1742509058.2300427,15,49.5,990.0
1742509058.2300427,15,50.671875,1016.75
1742509058.2300427,15,51.90625,1046.75
1742509058.2300427,15,53.171875,1077.75
1742509058.2300427,15,61.625,1372.0
1742509058.2300427,15,62.953125,1379.75
1742509058.2300427,15,64.125,1368.5
1742509058.2300427,15,65.4375,1377.25
1742509058.2300427,15,66.65625,1400.0
1742509058.2300427,15,67.9375,1402.0
1742509058.2300427,15,69.15625,1390.25
1742509058.2300427,15,70.40625,1380.0
1742509058.2300427,15,71.640625,1368.75
1742509058.2300427,15,72.953125,1361.0
1742509058.2300427,15,74.171875,1354.0
1742509058.2300427,15,75.453125,1345.0
1742509058.2300427,15,76.765625,1338.25
1742509058.2300427,15,77.984375,1331.5
1742509058.2300427,15,79.25,1325.5
1742509058.2300427,15,80.46875,1321.5
1742509058.2300427,15,81.75,1320.0
1742509058.2300427,15,83.015625,1317.5
1742509058.2300427,15,84.203125,1311.75
1742509058.2300427,15,85.453125,1308.0
1742509058.2300427,15,86.78125,1307.25
1742509058.2300427,15,88.015625,1308.0
1742509058.2300427,15,89.203125,1309.75
1742509058.2300427,15,90.515625,1307.75
1742509058.2300427,15,91.765625,1309.0
1742509058.2300427,15,92.984375,1312.5
1742509058.2300427,15,94.25,1313.75
1742509058.2300427,15,95.4375,1319.5
1742509058.2300427,15,96.703125,1330.5
1742509058.2300427,15,198.03125,352.25
1742509058.2300427,15,199.140625,346.25
1742509058.2300427,15,200.625,341.5
1742509058.2300427,15,201.71875,339.0
1742509058.2300427,15,203.34375,338.0
1742509058.2300427,15,204.609375,339.25
1742509058.2300427,15,205.453125,344.25
1742509058.2300427,15,206.4375,351.0
1742509058.2300427,15,207.984375,357.0
1742509058.2300427,15,208.859375,361.5
1742509058.2300427,15,210.078125,366.0
1742509058.2300427,15,212.953125,353.25
1742509058.2300427,15,217.71875,373.5
1742509058.2300427,15,218.96875,374.25
1742509058.2300427,15,220.078125,375.75
1742509058.2300427,15,221.265625,379.0
1742509058.2300427,15,222.75,382.25
1742509058.2300427,15,223.828125,383.5
1742509058.2300427,15,225.40625,383.0
1742509058.2300427,15,226.203125,382.75
1742509058.2300427,15,234.703125,455.5
1742509058.2300427,15,235.921875,465.0
1742509058.2300427,15,245.90625,2111.5
1742509058.2300427,14,248.4375,1981.25
1742509058.2300427,15,249.734375,1994.0
1742509058.2300427,15,250.890625,1991.75
1742509058.2300427,15,254.703125,1839.75
1742509058.2300427,15,255.984375,1827.25
1742509058.2300427,15,258.5,1914.25
1742509058.2300427,15,259.765625,1868.75
1742509058.2300427,15,261.03125,1826.75
1742509058.2300427,15,263.46875,1960.5
1742509058.2300427,15,264.75,1955.75
1742509058.2300427,15,265.984375,1955.5
1742509058.2300427,15,267.234375,1956.75
1742509058.2300427,15,274.765625,1962.25
1742509058.2300427,15,275.890625,1970.0
1742509058.2300427,15,277.171875,1973.0
1742509058.2300427,15,278.390625,1979.5
1742509058.2300427,15,279.671875,1992.0
1742509058.2300427,15,280.90625,2002.0
1742509058.2300427,15,282.109375,2011.25
1742509058.2300427,15,283.40625,2019.25
1742509058.2300427,15,284.640625,2029.0
1742509058.2300427,11,298.296875,762.25
1742509058.2300427,15,340.359375,572.75
1742509058.2300427,15,342.890625,572.5
1742509058.2300427,15,344.15625,571.0
1742509058.3847036,15,29.625,734.25
1742509058.3847036,15,30.890625,745.25
1742509058.3847036,15,32.21875,755.25
1742509058.3847036,15,33.390625,766.0
1742509058.3847036,15,34.609375,777.75
1742509058.3847036,15,35.84375,790.25
1742509058.3847036,15,37.09375,803.75
1742509058.3847036,15,38.265625,817.5
1742509058.3847036,15,39.46875,833.25
1742509058.3847036,15,40.8125,850.0
1742509058.3847036,15,41.9375,866.25
1742509058.3847036,15,43.140625,883.75
1742509058.3847036,15,44.375,904.5
1742509058.3847036,15,45.6875,925.5
1742509058.3847036,15,46.890625,946.0
1742509058.3847036,15,48.0625,969.75
1742509058.3847036,15,49.265625,997.5
1742509058.3847036,15,50.453125,1025.25
1742509058.3847036,15,51.65625,1053.75
1742509058.3847036,15,52.921875,1084.5
1742509058.3847036,15,54.09375,1116.5
1742509058.3847036,15,61.4375,1380.5
1742509058.3847036,15,62.703125,1383.25
1742509058.3847036,15,63.96875,1368.5
1742509058.3847036,15,65.1875,1383.25
1742509058.3847036,15,66.40625,1407.5
1742509058.3847036,15,67.71875,1405.25
1742509058.3847036,15,68.9375,1392.0
1742509058.3847036,15,70.25,1378.75
1742509058.3847036,15,71.453125,1371.5
1742509058.3847036,15,72.71875,1363.75
1742509058.3847036,15,73.96875,1354.5
1742509058.3847036,15,75.265625,1348.25
1742509058.3847036,15,76.484375,1341.0
1742509058.3847036,15,77.765625,1333.0
1742509058.3847036,15,79.015625,1326.0
1742509058.3847036,15,80.34375,1324.0
1742509058.3847036,15,81.546875,1320.75
1742509058.3847036,15,82.796875,1314.0
1742509058.3847036,15,84.0625,1309.75
1742509058.3847036,15,85.234375,1308.5
1742509058.3847036,15,86.5625,1309.0
1742509058.3847036,15,87.75,1308.25
1742509058.3847036,15,89.0,1310.25
1742509058.3847036,15,90.25,1313.0
1742509058.3847036,15,91.515625,1304.25
1742509058.3847036,15,92.75,1307.0
1742509058.3847036,15,94.0,1319.0
1742509058.3847036,15,95.28125,1322.25
1742509058.3847036,15,96.5,1332.0
1742509058.3847036,12,97.703125,1347.5
1742509058.3847036,15,197.109375,355.5
1742509058.3847036,15,198.546875,347.75
1742509058.3847036,15,199.828125,342.25
1742509058.3847036,15,201.390625,339.0
1742509058.3847036,15,202.609375,337.5
1742509058.3847036,15,203.890625,338.25
1742509058.3847036,15,205.25,342.25
1742509058.3847036,15,206.296875,348.5
1742509058.3847036,15,207.078125,354.25
1742509058.3847036,15,208.78125,359.5
1742509058.3847036,15,209.84375,363.75
1742509058.3847036,15,212.734375,351.75
1742509058.3847036,15,217.453125,372.75
1742509058.3847036,15,218.65625,373.75
1742509058.3847036,15,219.53125,374.75
1742509058.3847036,15,221.09375,377.25
1742509058.3847036,15,222.140625,381.0
1742509058.3847036,15,223.390625,383.5
1742509058.3847036,15,224.71875,383.5
1742509058.3847036,15,225.828125,382.75
1742509058.3847036,15,227.0625,383.5
1742509058.3847036,15,235.109375,461.5
1742509058.3847036,15,236.5,473.25
1742509058.3847036,15,245.390625,2111.5
1742509058.3847036,15,250.453125,1994.5
1742509058.3847036,15,254.234375,1843.75
1742509058.3847036,15,255.5,1827.25
1742509058.3847036,15,256.78125,1829.5
1742509058.3847036,15,257.953125,1868.75
1742509058.3847036,15,259.25,1864.5
1742509058.3847036,15,260.5625,1824.25
1742509058.3847036,15,261.828125,1797.5
1742509058.3847036,15,264.25,1956.75
1742509058.3847036,15,265.484375,1954.0
1742509058.3847036,15,266.765625,1953.5
1742509058.3847036,15,276.734375,1978.5
1742509058.3847036,15,277.96875,1980.5
1742509058.3847036,15,279.234375,1991.25
1742509058.3847036,15,280.484375,2000.5
1742509058.3847036,15,281.6875,2007.5
1742509058.3847036,15,282.984375,2019.5
1742509058.3847036,15,284.1875,2025.75
1742509058.3847036,15,285.46875,1997.75
1742509058.3847036,15,301.84375,713.0
1742509058.3847036,15,303.125,704.75
1742509058.3847036,15,340.015625,571.5
1742509058.3847036,15,342.671875,572.0
1742509058.523268,9,18.546875,442.25
1742509058.523268,10,21.0625,444.25
1742509058.523268,15,27.5,443.75
1742509058.523268,15,29.609375,734.5
1742509058.523268,15,30.828125,745.5
1742509058.523268,15,32.21875,755.5
1742509058.523268,15,33.4375,766.25
1742509058.523268,15,34.546875,778.0
1742509058.523268,15,35.859375,790.75
1742509058.523268,15,37.09375,804.0
1742509058.523268,15,38.296875,819.25
1742509058.523268,15,39.578125,835.0
1742509058.523268,15,40.828125,850.5
1742509058.523268,15,42.046875,866.75
1742509058.523268,15,43.25,884.25
1742509058.523268,15,44.40625,905.0
