1742601198.2278993	False	0	0.0	0.0
1742601198.2302027	False	15	134.3125	0.0
1742601198.2302604	False	15	135.625	1830.0
1742601198.2303076	False	15	136.96875	0.0
1742601198.2303507	False	15	138.328125	1945.25
1742601198.2303944	False	15	139.765625	0.0
1742601198.2314992	False	15	141.109375	1869.25
1742601198.2315407	False	15	142.546875	1834.5
1742601198.2326782	False	15	143.9375	1796.5
1742601198.2327332	False	15	145.328125	1762.25
1742601198.2338634	False	15	146.703125	1734.25
1742601198.2339063	False	0	155.21875	0.0
1742601198.233947	False	15	149.390625	1722.5
1742601198.233988	False	15	150.796875	1709.25
1742601198.2351148	False	0	159.328125	0.0
1742601198.2351708	False	15	153.71875	0.0
1742601198.2373378	False	15	155.140625	1405.25
1742601198.2373815	False	15	156.46875	1424.75
1742601198.237422	False	15	157.828125	1445.5
1742601198.2374618	False	15	159.21875	1468.0
1742601198.2385666	False	15	160.59375	1492.25
1742601198.2386076	False	15	161.9375	1515.25
1742601198.2397408	False	15	163.296875	1539.0
1742601198.2397811	False	15	164.671875	1551.0
1742601198.2409167	False	0	173.09375	0.0
1742601198.2409616	False	11	174.5	0.0
1742601198.2463348	False	15	168.578125	0.0
1742601198.2463763	False	15	169.921875	2085.25
1742601198.2464168	False	15	171.296875	2073.25
1742601198.2464578	False	15	172.671875	2069.75
1742601198.2464983	False	15	174.09375	2075.0
1742601198.2465377	False	15	175.421875	2069.5
1742601198.2465787	False	15	176.828125	2065.5
1742601198.24662	False	15	178.203125	2064.5
1742601198.246659	False	15	179.5625	2063.75
1742601198.2467065	False	15	180.953125	2063.25
1742601198.246747	False	15	182.296875	2072.0
1742601198.2467866	False	15	183.6875	2082.75
1742601198.250032	False	15	185.078125	2085.0
1742601198.2500715	False	15	186.46875	2098.5
1742601198.2501118	False	15	187.828125	2118.0
1742601198.2501585	False	15	189.203125	2126.0
1742601198.2501984	False	15	190.59375	2133.5
1742601198.2502391	False	15	191.90625	2149.75
1742601198.2513452	False	15	193.296875	2174.5
1742601198.2513864	False	15	197.5	0.0
1742601198.2514265	False	15	199.140625	0.0
1742601198.2514656	False	15	200.5625	0.0
1742601198.2558353	False	15	202.28125	369.75
1742601198.2558763	False	15	203.40625	364.5
1742601198.2559166	False	15	204.796875	361.5
1742601198.255957	False	15	206.1875	360.0
1742601198.2560043	False	15	207.828125	358.75
1742601198.2560477	False	15	209.1875	358.75
1742601198.256087	False	15	210.6875	358.0
1742601198.2561278	False	15	211.703125	357.0
1742601198.2571871	False	15	213.453125	362.25
1742601198.257226	False	15	214.890625	364.5
1742601198.2593827	False	15	216.078125	363.0
1742601198.259416	False	15	217.078125	365.0
1742601198.2594492	False	15	218.40625	367.75
1742601198.2594833	False	15	219.84375	370.75
1742601198.259517	False	15	221.5625	374.25
1742601198.260644	False	15	222.640625	379.0
1742601198.2606802	False	15	224.015625	382.75
1742601198.2618048	False	15	225.65625	382.25
1742601198.2618425	False	15	230.890625	0.0
