1976.0	-16.24	2.35	4.48
2010.0	-16.76	2.37	4.85
2042.0	-17.15	2.15	4.96
2076.0	-17.15	1.9	5.19
2109.0	-17.54	1.89	5.45
2143.0	-17.93	1.94	5.63
2176.0	-18.21	1.57	5.76
2209.0	-18.42	1.33	5.74
2242.0	-18.67	1.31	5.78
2276.0	-19.09	1.58	5.93
2309.0	-19.26	1.97	6.12
2342.0	-19.28	2.86	6.48
2375.0	-19.36	2.11	6.33
2409.0	-20.56	1.92	6.52
2442.0	-20.2	1.55	6.35
2476.0	-20.23	1.56	6.58
2508.0	-20.89	1.62	6.78
2542.0	-21.75	1.68	6.62
2575.0	-21.79	1.57	6.63
2609.0	-22.33	1.59	6.64
2641.0	-22.42	1.45	6.73
2675.0	-22.19	1.29	6.79
2708.0	-22.22	1.12	6.84
2742.0	-22.73	1.07	6.75
2775.0	-23.36	1.71	6.73
2808.0	-23.52	2.45	6.13
2841.0	-23.36	3.16	5.51
2875.0	-23.61	3.4	4.98
2908.0	-21.11	2.16	5.2
2941.0	-21.49	2.07	5.2
2974.0	-22.68	2.23	5.21
3008.0	-23.43	2.58	5.02
3041.0	-23.29	1.86	5.69
3075.0	-23.41	1.86	5.61
3107.0	-23.92	1.55	5.76
3141.0	-24.68	1.3	5.83
3174.0	-25.6	1.28	5.74
3208.0	-26.11	1.12	5.78
3240.0	-26.44	0.73	6.29
3274.0	-26.37	0.71	6.52
3307.0	-26.64	0.85	6.38
3341.0	-26.47	0.79	6.45
3374.0	-26.5	0.73	6.84
3407.0	-26.9	0.86	7.02
3440.0	-26.89	1.0	7.03
3474.0	-26.64	0.78	7.14
3507.0	-26.86	1.04	6.8
3540.0	-27.39	1.56	6.54
3573.0	-27.25	2.17	6.37
3607.0	-26.59	1.9	6.61
3640.0	-26.41	2.03	6.27
3674.0	-26.49	2.26	5.96
3706.0	-26.42	2.44	5.78
3740.0	-25.9	2.15	6.07
3773.0	-25.84	2.06	6.11
3807.0	-26.08	2.07	6.04
3840.0	-26.23	2.33	5.97
3873.0	-25.84	2.32	6.14
3906.0	-25.47	2.27	6.18
3940.0	-25.27	2.21	6.29
3973.0	-25.22	2.28	6.55
4006.0	-25.24	2.31	6.62
4039.0	-24.99	2.3	6.84
4073.0	-24.8	2.3	7.11
4106.0	-24.64	2.29	7.44
4140.0	-24.08	2.17	7.55
4172.0	-23.66	2.17	7.24
4206.0	-23.66	2.31	7.27
4239.0	-23.46	2.33	7.42
4273.0	-23.26	2.53	7.46
4305.0	-22.83	2.6	7.62
4339.0	-22.58	2.44	7.7
4372.0	-22.44	2.53	7.58
4406.0	-22.56	2.84	7.67
4439.0	-22.1	2.84	7.66
4472.0	-21.95	2.99	7.37
4505.0	-22.15	3.25	7.2
4539.0	-22.31	3.21	7.22
4572.0	-22.05	3.16	7.41
4605.0	-22.14	3.27	7.38
4638.0	-22.33	3.43	7.27
4672.0	-22.54	3.65	7.48
4705.0	-22.44	3.47	7.6
4739.0	-22.41	3.42	7.47
4771.0	-22.39	3.33	7.6
4805.0	-22.49	3.3	7.73
4838.0	-22.4	3.05	7.94
4872.0	-22.19	2.86	8.16
4904.0	-22.33	3.04	8.15
4938.0	-22.47	3.05	8.36
4971.0	-22.52	2.94	8.69
5005.0	-22.44	3.07	8.62
5038.0	-22.68	3.08	8.69
5071.0	-23.02	3.18	8.85
5104.0	-23.21	3.51	8.9
5138.0	-23.12	3.64	9.0
5171.0	-22.99	3.57	9.15
5204.0	-22.71	3.53	9.43
5237.0	-22.86	3.77	9.34
5271.0	-22.39	3.84	9.4
5304.0	-21.84	3.79	9.61
5338.0	-21.78	3.88	9.79
5370.0	-21.92	4.26	9.78
5404.0	-21.92	4.07	9.98
5437.0	-21.68	3.85	10.23
5472.0	-21.82	3.95	10.35
5506.0	-21.9	3.97	10.4
5540.0	-21.72	3.64	10.61
5574.0	-21.1	3.28	11.04
5609.0	-21.14	3.58	10.89
5644.0	-21.37	3.56	10.93
5678.0	-21.4	3.47	10.96
5712.0	-21.43	3.41	10.92
5746.0	-21.52	3.43	10.97
5781.0	-21.73	3.21	11.34
5815.0	-21.85	3.03	11.56
5850.0	-21.75	2.88	11.53
5883.0	-21.81	2.91	11.44
5918.0	-21.83	2.93	11.46
5952.0	-21.77	2.92	11.55
5987.0	-21.7	2.98	11.41
6021.0	-21.72	3.26	11.09
6055.0	-21.81	3.35	11.09
6089.0	-21.8	3.32	11.27
6124.0	-21.7	3.41	11.23
6158.0	-21.63	3.41	11.22
6193.0	-21.61	3.42	11.26
6226.0	-21.52	3.49	11.29
6261.0	-21.07	3.45	11.25
6295.0	-21.01	3.66	11.07
6330.0	-20.99	3.73	11.17
6364.0	-20.9	3.77	11.26
6398.0	-20.54	3.87	11.43
6432.0	-20.4	4.01	11.4
6467.0	-20.63	4.25	11.29
6501.0	-20.69	4.47	11.19
6536.0	-20.28	4.41	11.17
6569.0	-19.98	4.49	11.06
6604.0	-19.83	4.53	11.06
6638.0	-19.33	4.62	10.94
6673.0	-18.41	4.59	10.73
6707.0	-17.81	4.96	10.33
6742.0	-17.17	4.99	10.18
6776.0	-16.76	5.28	10.27
6810.0	-16.08	5.64	10.16
6845.0	-15.73	6.02	9.63
6878.0	-15.68	6.12	9.6
6912.0	-15.79	6.29	9.61
6944.0	-15.63	6.41	9.5
6978.0	-15.74	6.47	9.42
7011.0	-15.85	6.55	9.49
7045.0	-16.22	7.19	9.3
7077.0	-16.24	7.34	9.27
7111.0	-16.01	7.56	9.09
7144.0	-15.71	7.76	9.07
7178.0	-15.44	8.05	9.04
7211.0	-15.01	8.25	8.97
7244.0	-14.74	8.18	8.92
7277.0	-14.6	8.23	8.84
7311.0	-14.57	8.18	8.93
7344.0	-14.47	8.2	9.04
7377.0	-14.23	8.16	9.04
7410.0	-14.07	8.36	8.83
7444.0	-13.89	8.59	8.71
7477.0	-13.89	8.88	8.68
7511.0	-13.56	8.86	8.73
7543.0	-13.41	9.01	8.55
7577.0	-13.53	9.27	8.54
7610.0	-13.68	9.56	8.68
7644.0	-13.39	9.6	8.67
7676.0	-12.96	9.64	8.55
7710.0	-12.65	9.78	8.51
7743.0	-12.72	9.98	8.3
7777.0	-12.6	9.86	8.28
7810.0	-12.2	9.74	8.01
7843.0	-11.66	9.75	7.85
7876.0	-11.12	10.0	7.7
7911.0	-10.58	9.82	7.8
7944.0	-10.2	9.88	7.51
7977.0	-9.96	9.93	7.38
8009.0	-9.86	10.09	7.46
8043.0	-9.7	10.17	7.38
8076.0	-9.35	10.31	7.08
8110.0	-9.04	10.57	6.95
8142.0	-8.88	10.71	6.95
8176.0	-8.73	11.11	6.77
8209.0	-8.47	11.32	6.54
8243.0	-8.34	11.72	6.2
8275.0	-8.5	12.0	6.07
8309.0	-8.5	12.28	6.0
8342.0	-8.33	12.26	5.87
8376.0	-8.26	12.26	5.7
8409.0	-8.26	12.36	5.79
8442.0	-8.22	12.46	5.85
8475.0	-8.03	12.39	5.9
8509.0	-7.87	12.38	5.81
8542.0	-7.69	12.31	6.04
8576.0	-7.66	12.25	6.05
8608.0	-7.42	12.18	6.09
8642.0	-7.09	12.4	6.0
8675.0	-6.89	12.46	6.07
8709.0	-6.86	12.67	6.15
8741.0	-6.8	12.65	6.17
8775.0	-6.49	12.74	6.08
8808.0	-6.27	12.97	5.98
8842.0	-6.18	13.1	6.0
8875.0	-6.15	13.26	5.87
8908.0	-6.0	13.31	5.81
8941.0	-5.86	13.28	5.89
8975.0	-6.1	13.34	5.96
9008.0	-6.31	13.45	5.85
9041.0	-6.04	13.39	5.85
9074.0	-5.89	13.46	5.8
9108.0	-6.04	13.61	5.77
9141.0	-6.18	13.79	5.86
9175.0	-5.92	13.84	5.83
9207.0	-5.84	13.99	5.83
9241.0	-5.86	14.06	5.91
9274.0	-6.0	14.07	6.13
9308.0	-5.79	13.99	6.34
9340.0	-5.59	13.9	6.44
9374.0	-5.45	13.87	6.5
9407.0	-5.54	14.01	6.36
9441.0	-5.31	14.04	6.47
9474.0	-5.13	14.26	6.28
9507.0	-4.91	14.24	6.32
9540.0	-4.87	14.47	6.25
9574.0	-4.59	14.56	6.23
9607.0	-4.32	14.69	6.05
9640.0	-4.34	14.71	5.97
9673.0	-4.53	14.81	6.01
9707.0	-4.46	14.82	6.05
9740.0	-4.37	14.72	6.03
9774.0	-4.56	14.7	6.06
9806.0	-4.85	14.79	6.1
9840.0	-4.76	14.76	6.17
9873.0	-4.49	14.67	6.14
9907.0	-4.49	14.75	6.01
9939.0	-4.65	14.83	5.99
9973.0	-4.76	14.91	5.98
10006.0	-4.53	14.85	6.0
10041.0	-4.67	14.92	5.88
10075.0	-5.05	15.03	5.9
10109.0	-5.23	15.0	6.03
10143.0	-5.03	14.96	6.0
10178.0	-5.25	15.03	5.97
10212.0	-5.56	15.18	5.98
10247.0	-5.71	15.37	6.1
10280.0	-5.5	15.48	6.08
10315.0	-5.31	15.7	5.95
10349.0	-5.21	15.83	5.93
10384.0	-5.3	16.06	6.0
10418.0	-5.22	16.08	5.97
10452.0	-5.28	16.19	5.99
10486.0	-5.53	16.18	6.09
10521.0	-5.93	16.3	6.11
10555.0	-5.89	16.32	6.02
10590.0	-5.88	16.42	5.82
10624.0	-6.13	16.62	5.5
10658.0	-6.3	16.74	5.5
10692.0	-6.13	16.55	5.59
10727.0	-6.43	16.54	5.54
10761.0	-6.87	16.57	5.6
10796.0	-7.06	16.56	5.79
10829.0	-6.99	16.53	5.87
10864.0	-7.0	16.57	5.81
10898.0	-7.34	16.6	5.72
10933.0	-7.91	16.74	5.74
10967.0	-7.96	16.73	5.72
11001.0	-8.21	16.82	5.58
11036.0	-8.57	16.91	5.55
11070.0	-9.07	16.98	5.67
11105.0	-9.22	16.98	5.75
11139.0	-9.42	16.95	5.7
11173.0	-9.76	16.97	5.77
11207.0	-10.22	17.11	5.84
11243.0	-10.33	17.06	5.86
11278.0	-10.56	17.07	5.82
11314.0	-10.96	17.09	5.93
11348.0	-11.43	17.21	6.08
11384.0	-11.49	17.17	6.16
11419.0	-11.68	17.25	6.23
11455.0	-11.93	17.37	6.13
11490.0	-12.38	17.57	6.13
11526.0	-12.51	17.42	6.19
11560.0	-12.86	17.45	6.25
11596.0	-13.45	17.66	6.32
11631.0	-13.89	17.62	6.43
11667.0	-13.92	17.53	6.47
11703.0	-14.07	17.56	6.43
11738.0	-14.39	17.55	6.6
11773.0	-14.87	17.55	6.76
11808.0	-14.89	17.37	6.77
11844.0	-15.1	17.37	6.74
11879.0	-15.44	17.35	6.96
11915.0	-15.78	17.03	7.17
11950.0	-15.83	16.68	7.22
11985.0	-16.04	16.53	7.19
12020.0	-16.34	16.49	7.43
12056.0	-16.57	16.23	7.8
12091.0	-16.63	16.07	7.79
12127.0	-16.94	16.03	7.77
12162.0	-17.36	16.04	7.96
12197.0	-17.44	15.81	8.23
12233.0	-17.05	15.56	8.31
12268.0	-16.8	15.7	8.23
12304.0	-16.71	15.97	8.05
12339.0	-16.46	16.14	7.97
12375.0	-15.96	16.06	8.01
12409.0	-16.13	15.99	8.08
12445.0	-16.68	16.18	8.28
12480.0	-16.96	16.12	8.53
12516.0	-16.9	16.09	8.47
12551.0	-17.21	16.14	8.4
12587.0	-17.51	16.28	8.57
12621.0	-17.61	16.27	8.67
12657.0	-17.94	16.38	8.61
12692.0	-18.31	16.42	8.74
12728.0	-18.97	16.91	8.9
12763.0	-19.69	16.9	8.96
12798.0	-20.56	17.05	8.92
12834.0	-21.91	16.97	9.24
12869.0	-23.66	17.08	9.48
12905.0	-25.02	16.77	9.7
12940.0	-26.36	16.69	9.84
12976.0	-27.62	16.52	10.19
13011.0	-28.88	16.6	10.54
13048.0	-29.51	16.43	10.85
13084.0	-30.14	16.34	11.01
13121.0	-30.93	16.31	11.29
13157.0	-31.96	16.39	11.44
13194.0	-32.74	16.44	11.4
13230.0	-33.64	16.47	11.47
13266.0	-34.72	16.51	11.59
13303.0	-35.72	16.63	11.75
13339.0	-36.67	16.91	11.57
13376.0	-38.14	17.46	11.3
13412.0	-40.0	17.78	11.47
13449.0	-41.7	17.7	11.81
13485.0	-42.89	17.63	11.95
13521.0	-44.34	17.59	12.15
13557.0	-45.77	17.49	12.5
13594.0	-47.12	17.12	12.92
13631.0	-48.47	17.27	12.97
13667.0	-49.78	17.18	13.23
13704.0	-51.21	17.1	13.55
13740.0	-52.18	17.0	13.82
13776.0	-53.38	16.76	14.04
13812.0	-54.55	16.7	14.36
13849.0	-55.81	16.69	14.71
13885.0	-56.94	16.47	15.03
13922.0	-58.16	16.2	15.49
13958.0	-59.46	16.23	15.71
13995.0	-60.68	16.14	16.09
14031.0	-61.67	15.94	16.39
14067.0	-62.65	15.92	16.63
14104.0	-63.8	15.99	16.96
14140.0	-64.73	15.91	17.22
14177.0	-65.49	15.82	17.46
14213.0	-66.3	15.75	17.66
14249.0	-67.36	15.83	17.84
14285.0	-68.28	15.59	18.2
14322.0	-69.42	15.52	18.54
14358.0	-70.72	15.66	18.92
14395.0	-72.46	16.21	18.96
14432.0	-73.77	15.86	19.35
14468.0	-75.07	15.66	19.63
14504.0	-76.55	15.63	19.86
14540.0	-78.12	15.79	20.05
14577.0	-79.03	15.76	20.17
14613.0	-80.08	16.16	19.99
14650.0	-81.51	16.65	19.79
14686.0	-82.7	16.6	19.82
14723.0	-83.43	16.5	19.76
14758.0	-84.23	16.48	19.75
14795.0	-85.27	16.55	19.83
14832.0	-86.4	16.87	19.82
14868.0	-87.16	16.93	19.75
14905.0	-88.27	16.97	19.87
14941.0	-89.43	17.02	19.9
14978.0	-90.5	17.23	19.88
15013.0	-91.13	17.03	19.95
15050.0	-92.0	17.17	19.82
15086.0	-92.87	17.58	19.78
15123.0	-93.33	17.26	19.83
15159.0	-94.02	17.36	19.58
15196.0	-95.13	17.87	19.29
15233.0	-96.38	18.01	19.3
15268.0	-97.34	18.05	19.27
15305.0	-98.83	18.1	18.97
15341.0	-100.36	18.3	18.7
15379.0	-101.73	18.44	18.81
15416.0	-102.37	18.31	18.84
15454.0	-103.18	18.14	18.87
15491.0	-103.98	18.24	19.08
15528.0	-104.81	18.34	19.08
15566.0	-105.06	18.05	19.23
15603.0	-105.7	17.78	19.5
15641.0	-106.7	17.8	19.55
15678.0	-107.48	17.49	19.88
15716.0	-108.15	17.19	20.18
15753.0	-109.03	17.12	20.33
15791.0	-110.0	17.27	20.41
15828.0	-110.63	17.15	20.44
15865.0	-111.53	17.23	20.43
15903.0	-112.45	17.63	20.42
15940.0	-113.28	17.78	20.45
15978.0	-113.34	17.61	20.59
16015.0	-113.84	17.62	20.81
16053.0	-114.85	17.84	21.09
16090.0	-115.37	17.65	21.45
16128.0	-115.74	17.57	21.41
16165.0	-116.64	17.63	21.44
16202.0	-117.54	17.74	21.56
16240.0	-117.94	17.56	21.69
16277.0	-118.48	17.83	21.46
16315.0	-119.66	17.89	21.43
16352.0	-120.48	17.76	21.72
16390.0	-120.94	17.39	21.84
16428.0	-121.93	17.33	21.74
16464.0	-122.84	17.49	21.76
16502.0	-123.29	17.32	21.89
16539.0	-123.74	17.24	21.86
16577.0	-124.56	17.25	21.9
16614.0	-125.19	17.24	21.85
16652.0	-125.45	17.21	21.96
16689.0	-125.98	17.53	21.85
16727.0	-126.14	17.49	22.06
16764.0	-126.69	17.53	22.21
16801.0	-126.71	17.46	22.17
16839.0	-127.61	17.61	22.11
16876.0	-128.75	17.7	22.24
16914.0	-129.65	17.62	22.28
16951.0	-130.7	17.51	22.25
16989.0	-131.25	17.49	22.26
17027.0	-131.81	17.56	22.17
17063.0	-131.91	17.57	22.17
17101.0	-132.13	17.72	22.05
17138.0	-132.72	17.66	22.07
17176.0	-133.2	17.35	22.21
17213.0	-133.73	17.08	22.19
17251.0	-134.23	17.29	22.27
17288.0	-134.52	17.33	22.4
17326.0	-134.82	17.22	22.36
17363.0	-134.88	17.21	22.45
17400.0	-135.3	17.35	22.59
17438.0	-136.06	17.63	22.5
17475.0	-136.18	17.64	22.54
17513.0	-136.29	17.72	22.53
17550.0	-136.59	17.95	22.64
17588.0	-136.72	18.05	22.73
17626.0	-136.83	18.01	22.68
17662.0	-137.02	18.08	22.78
17700.0	-137.36	18.32	23.05
17737.0	-137.42	18.36	22.93
17775.0	-137.65	18.64	23.0
17812.0	-138.05	18.83	23.04
17850.0	-138.44	18.97	23.18
17887.0	-138.5	18.92	23.13
17925.0	-138.73	19.1	23.14
17963.0	-138.98	19.22	23.09
17999.0	-138.93	19.16	23.37
18037.0	-138.85	19.11	23.35
18074.0	-139.18	19.37	23.47
18112.0	-139.58	19.85	23.66
18149.0	-139.66	19.94	23.6
18187.0	-139.89	20.21	23.44
18225.0	-140.18	20.39	23.55
18262.0	-140.62	20.68	23.66
18299.0	-140.66	20.68	23.58
18336.0	-140.92	20.8	23.61
18374.0	-141.27	20.76	23.79
18411.0	-141.41	20.85	23.87
18449.0	-141.6	20.8	23.84
18486.0	-141.99	20.9	23.93
18524.0	-142.35	21.19	23.91
18562.0	-142.33	21.11	23.92
18598.0	-142.57	21.22	23.87
18636.0	-142.95	21.43	24.03
18673.0	-143.37	21.61	24.18
18711.0	-143.35	21.57	24.24
18748.0	-143.56	21.61	24.18
18786.0	-144.05	21.7	24.36
18824.0	-144.15	21.65	24.51
18861.0	-143.98	21.26	24.68
18898.0	-144.08	21.37	24.47
18935.0	-144.81	21.77	24.24
18973.0	-145.37	21.42	24.27
19010.0	-146.08	21.5	24.07
19048.0	-145.79	21.72	24.11
19085.0	-145.17	21.88	24.43
19123.0	-144.42	22.0	24.3
19161.0	-145.01	21.84	24.59
19197.0	-145.34	21.66	24.71
19235.0	-145.22	21.64	24.71
19272.0	-145.14	21.82	24.98
19310.0	-145.77	21.9	25.23
19347.0	-146.48	22.11	25.09
19385.0	-146.6	22.01	25.16
19423.0	-147.41	22.02	24.98
19460.0	-147.95	22.18	24.94
19497.0	-148.12	22.05	25.13
19534.0	-148.08	21.89	25.21
19572.0	-148.02	22.09	24.98
19609.0	-148.24	22.21	25.03
19647.0	-148.66	22.25	24.95
19684.0	-148.95	22.4	24.78
19722.0	-149.52	22.5	24.54
19760.0	-149.83	22.62	24.6
19796.0	-149.91	22.68	24.6
19834.0	-149.89	22.76	24.39
19871.0	-149.95	22.73	24.24
19909.0	-150.14	22.83	24.17
19946.0	-150.29	22.81	24.15
19984.0	-150.32	22.91	24.12
20022.0	-150.53	22.84	24.35
20059.0	-150.89	23.2	24.15
20097.0	-150.93	23.16	24.27
20133.0	-151.13	23.11	24.38
20171.0	-151.33	23.27	24.45
20208.0	-151.73	23.53	24.14
20246.0	-151.85	23.78	23.76
20283.0	-152.11	24.02	23.71
20321.0	-152.7	24.5	23.67
20359.0	-152.36	24.2	24.13
20396.0	-152.01	23.26	25.11
20433.0	-152.18	22.91	24.78
20470.0	-152.89	23.33	24.72
20508.0	-152.9	23.04	25.04
20545.0	-153.24	23.03	25.02
20583.0	-153.66	23.24	24.85
20621.0	-154.44	23.52	24.24
20658.0	-155.12	23.36	24.15
20696.0	-155.83	23.41	24.3
20732.0	-156.16	23.92	24.26
20770.0	-156.75	24.44	23.34
20807.0	-157.81	24.18	23.01
20845.0	-158.24	24.46	22.93
20882.0	-158.36	24.82	22.76
20920.0	-158.72	25.03	22.32
20958.0	-158.56	24.6	22.41
20995.0	-158.82	24.64	22.93
21032.0	-159.29	25.19	23.11
21069.0	-159.56	25.12	22.81
21107.0	-159.46	24.74	23.47
21144.0	-159.95	24.71	24.19
21182.0	-160.86	24.94	23.96
21220.0	-161.14	24.76	23.99
21257.0	-161.2	24.78	24.64
21295.0	-162.04	24.87	25.45
21331.0	-162.66	25.08	25.11
21369.0	-162.58	24.8	25.51
21406.0	-162.59	24.35	26.18
21444.0	-162.76	25.15	25.54
21481.0	-162.73	25.6	25.33
21519.0	-162.6	25.76	25.85
21557.0	-163.17	26.11	26.19
21594.0	-164.0	26.45	25.83
21632.0	-164.1	26.42	25.88
21668.0	-163.68	26.42	26.26
21706.0	-164.24	27.06	26.26
21743.0	-164.85	27.68	25.27
21781.0	-164.84	27.72	25.53
21819.0	-165.34	27.71	26.06
21856.0	-166.27	28.94	25.74
21894.0	-166.5	29.28	25.27
21931.0	-166.67	29.26	25.71
21968.0	-167.41	29.6	26.1
22005.0	-167.83	30.38	25.58
22043.0	-167.87	30.78	25.76
22080.0	-168.31	30.89	26.35
22118.0	-169.03	31.34	26.69
22156.0	-169.27	32.14	26.28
22193.0	-169.19	32.71	26.77
22231.0	-169.68	33.23	27.0
22267.0	-170.39	34.06	26.84
22305.0	-170.57	34.63	26.67
22342.0	-170.83	34.84	27.15
22380.0	-171.46	35.2	27.51
22418.0	-171.99	35.68	27.2
22455.0	-171.95	36.0	27.64
22493.0	-172.15	36.01	28.08
22530.0	-172.84	36.05	28.02
22567.0	-173.28	36.53	27.51
22604.0	-173.24	36.89	28.17
22642.0	-173.91	37.23	28.46
22679.0	-174.63	37.99	28.18
22717.0	-174.65	38.23	28.2
22755.0	-174.81	38.42	29.06
22792.0	-175.55	38.61	29.36
22830.0	-176.03	38.93	28.92
22866.0	-175.8	38.91	29.27
22904.0	-176.16	38.88	30.03
22941.0	-176.94	39.21	30.2
22979.0	-176.74	39.71	29.84
23017.0	-176.37	40.05	30.24
23054.0	-176.97	40.2	30.71
23092.0	-177.58	40.85	30.51
23129.0	-177.38	41.05	30.56
23166.0	-177.54	40.96	31.16
23203.0	-178.15	41.42	31.8
23241.0	-178.27	42.03	31.65
23278.0	-178.13	42.31	31.75
23316.0	-178.58	42.87	31.68
23354.0	-179.08	43.66	31.24
23391.0	-179.01	44.01	30.72
23429.0	-178.88	44.14	31.15
23465.0	-179.39	44.58	31.32
23503.0	-179.96	45.38	30.79
23540.0	-180.09	46.0	30.71
23578.0	-180.96	46.29	31.34
23616.0	-181.78	47.01	31.45
23653.0	-181.69	47.89	30.83
23691.0	-181.27	48.49	30.5
23728.0	-181.61	48.89	30.76
23766.0	-182.32	49.5	30.66
23802.0	-182.35	49.88	30.47
23840.0	-182.36	50.25	30.58
23877.0	-183.01	50.37	30.73
23915.0	-183.58	50.8	30.38
23953.0	-183.32	51.39	30.57
23990.0	-183.42	51.71	30.87
24028.0	-184.04	52.33	30.89
24065.0	-184.54	53.03	30.58
24102.0	-184.6	53.66	30.77
24139.0	-184.89	53.81	31.03
24177.0	-185.53	54.46	30.75
24215.0	-185.62	55.32	30.78
24252.0	-185.52	55.54	31.36
24290.0	-186.05	55.91	31.63
24327.0	-186.57	56.82	31.75
24365.0	-186.37	57.82	32.43
24401.0	-186.42	58.4	33.28
24439.0	-187.2	59.12	33.41
24476.0	-187.68	60.18	33.18
24514.0	-187.7	60.98	33.45
24552.0	-188.21	61.52	34.08
24589.0	-189.01	62.27	33.71
24627.0	-188.91	62.89	32.89
24664.0	-188.3	63.54	33.18
24701.0	-188.6	64.2	33.6
24738.0	-189.31	64.93	33.06
24776.0	-189.37	65.64	33.0
24814.0	-189.23	65.95	34.03
24851.0	-190.11	66.78	34.62
24889.0	-190.76	67.92	34.28
24926.0	-190.64	69.03	34.76
24964.0	-190.84	70.11	35.91
25000.0	-191.49	71.63	35.89
25038.0	-191.7	73.0	35.02
25075.0	-191.18	73.55	34.91
25113.0	-190.88	74.15	34.86
25151.0	-191.41	74.81	34.08
25188.0	-191.3	74.9	33.3
25226.0	-191.25	74.97	33.36
25263.0	-191.25	75.29	33.75
25300.0	-191.61	75.44	33.89
25337.0	-192.02	75.45	33.94
25375.0	-192.66	75.74	34.1
25413.0	-193.43	75.89	34.21
25450.0	-194.14	75.63	34.14
25488.0	-195.15	75.55	34.05
25525.0	-195.6	75.9	33.83
25563.0	-195.69	76.56	34.14
25600.0	-196.23	76.77	34.47
25637.0	-196.99	77.17	34.32
25674.0	-197.2	78.05	34.14
25712.0	-197.22	78.61	34.39
25750.0	-197.73	78.76	34.66
25787.0	-198.15	79.23	34.13
25825.0	-198.27	79.76	33.6
25862.0	-198.06	79.78	33.91
25900.0	-198.6	79.96	34.09
25936.0	-199.26	79.98	33.47
25974.0	-199.09	80.11	33.35
26012.0	-198.9	80.2	33.8
26049.0	-199.48	80.54	34.14
26087.0	-199.94	81.15	33.54
26124.0	-199.24	81.24	33.49
26162.0	-199.58	81.38	33.36
26199.0	-201.14	81.9	33.28
26236.0	-201.37	82.53	33.26
26273.0	-200.72	83.01	33.32
26311.0	-201.09	83.63	33.3
26349.0	-202.25	84.69	33.7
26386.0	-202.48	85.23	33.85
26424.0	-202.05	86.06	33.63
26461.0	-202.67	86.52	33.56
26499.0	-204.26	86.99	34.08
26535.0	-204.99	86.78	33.37
26573.0	-204.62	87.27	32.85
26611.0	-204.65	87.58	33.36
26648.0	-205.13	88.0	33.55
26686.0	-205.26	88.65	33.04
26723.0	-205.08	89.24	33.16
26761.0	-205.1	89.69	33.93
26798.0	-205.33	90.37	33.64
26835.0	-205.55	90.95	33.39
26872.0	-205.5	91.04	33.94
26910.0	-206.26	91.38	34.41
26948.0	-207.13	91.65	33.49
26985.0	-206.96	92.12	33.68
27023.0	-206.71	92.42	34.36
27060.0	-207.28	92.52	34.45
27098.0	-208.04	92.71	33.73
27134.0	-207.85	92.96	33.92
27172.0	-208.23	92.53	34.37
27210.0	-209.12	92.36	34.03
27247.0	-209.33	92.49	33.62
27285.0	-209.11	92.53	33.96
27322.0	-209.64	92.44	34.22
27360.0	-209.96	92.73	33.59
27397.0	-209.87	93.15	33.45
27435.0	-209.85	92.97	33.66
